Name;Min;Max;Calories;Gram_Prot;Gram_Fat;Gram_Carb
CAMPBELL COMPANY,CAMPBELL'S RED & WHITE,CHICK VEG SOUP,COND 1 serving, 1/2 cup;0;9;63;238;79;119
CAMPBELL SOUP COMPANY,CAMPBELL'S RED & WHITE,BF BROTH,COND 1 serving, 1/2 cup;0;3;12;242;0;81
SOUP,ONION,DRY,MIX 1 serving, 1 tbsp;0;15;293;748;34;6507
CAMPBELL SOUP COMPANY,CAMPBELLS RED & WHITE,BF CONSOMME,COND 1 serving, 1/2 cup;0;11;16;323;0;81
SOUP,TOMATO VEG,DRY,MIX 1 tbsp;0;2;325;1173;509;599
SOUP,CRM OF VEG,DRY,PDR 1 packet;0;17;446;80;241;521
SAUCE,CHS,DRY,PDR 1 packet;0;10;448;2269;2544;3366
CAMPBELL'S RED & WHITE,BATMAN FUN SHAPES SOUP,COND 1 serving, 1/2 cup;0;4;56;238;159;794
SAUCE,TERIYAKI,RTS 1 cup;0;5;89;593;2;1556
GRAVY,AU JUS,CANNED 1 cup;0;19;16;12;2;25
GRAVY,AU JUS,DRY 1 tsp;0;19;313;92;963;4749
GRAVY,BF,CND,RTS 1 cup;0;5;53;375;236;481
CAMPBELL SOUP,CAMPBELL'S RED & WHITE,BEAN W/ BACON SOUP,COND 1 serving, 1/2 cup;0;9;133;625;313;1953
GRAVY,BROWN,DRY 1 tbsp;0;0;367;1074;961;5938
GRAVY,CHICK,CND,RTS 1 cup;0;5;79;193;571;542
GRAVY,CHICKEN,DRY 1 tbsp;0;9;381;1127;973;6209
GRAVY,MUSHROOM,CANNED 1 cup;0;4;50;126;271;547
GRAVY,MUSHROOM,DRY,PDR 1 cup,  (8 fl oz);0;4;328;100;40;6466
GRAVY,ONION,DRY,MIX 1 cup,  (8 fl oz);0;11;322;90;30;6764
GRAVY,PORK,DRY,PDR 1 serving;0;3;367;878;863;6357
GRAVY,TURKEY,CND,RTS 1 cup;0;7;51;26;21;51
GRAVY,TURKEY,DRY 1 serving;0;19;367;1042;719;6512
GRAVY,UNSPEC TYPE,DRY 1 cup,  (8 fl oz);0;17;344;130;80;580
SOUP,CHICK NOODLE,DRY,MIX 1 packet;0;11;377;1542;651;6232
SAUCE,MOLE POBLANO,DRY MIX,SINGLE BRAND 1 cup, sauce;0;13;571;748;4158;417
SAUCE,SOFRITO,PREP FROM RECIPE .5 cup;0;4;237;128;182;546
USDA COMMODITY,SPAGHETTI SAU,MEATLESS,CND ;0;10;48;12;9;87
CAMPBELL COMPANY,CAMPBELL'S RED & WHITE,BF NOODLE SOUP,COND 1 serving, 1/2 cup;0;14;56;317;159;635
CAMPBELL,CAMPBELL'S RED & WHITE,BF W/ VEG & BARLEY SOUP,COND 1 serving, 1/2 cup;0;5;71;397;119;119
SOUP,BF MUSHROOM,CND,COND .5 cup,  (4 fl oz);0;9;61;46;24;52
SOUP,CHICK MUSHROOM,CND,COND .5 cup,  (4 fl oz);0;17;109;35;73;76
SAUCE,BARBECUE 1 serving, 2 tbsp;0;14;150;0;29;3625
SAUCE,PLUM,READY-TO-SERVE 1 cup;0;11;184;89;104;4281
SAUCE,PIZZA,CND,RTS .25 cup;0;11;54;218;115;867
SOUP,TOMATO BISQUE,CND,COND .5 cup,  (4 fl oz);0;10;96;176;195;1847
SOUP,TOMATO,CND,COND .5 cup;0;12;60;161;56;1341
SAUCE,SALSA,RTS 1 cup;0;17;27;154;16;626
SAUCE,HOMEMADE,WHITE,THIN 1 cup;0;15;105;377;673;74
SAUCE,HOMEMADE,WHITE,MED 1 cup;0;11;147;384;1063;917
SAUCE,HOMEMADE,WHITE,THICK 1 cup;0;0;186;399;1383;1161
SAUCE,RTS,PEPPER OR HOT 1 tsp;0;11;11;51;37;175
SAUCE,RTS,PEPPER,TABASCO 1 tsp;0;1;12;129;76;8
SOUP,STOCK,BEEF,HOME-PREPARED 1 cup;0;17;13;197;9;12
SOUP,STOCK,CHICK,HOME-PREPARED 1 cup;0;16;36;252;12;353
SOUP,STOCK,FISH,HOME-PREPARED 1 cup;0;14;17;226;81;0
SAUCE,HOISIN,RTS 1 tbsp;0;13;220;331;339;4408
SAUCE,OYSTER,RTS 1 tbsp;0;19;51;135;25;1092
SOUP,MINESTRONE,CND,RED NA,RTS ;0;15;50;20;8;90
USDA COMMODITY,SALSA ;0;3;36;15;2;70
SAUCE,FISH,READY-TO-SERVE 1 tbsp;0;7;35;506;1;364
SOUP,SHARK FIN,REST-PREP 1 cup;0;19;46;32;20;38
SOUP,CRM OF MUSHROOM,CND,COND,RED NA 1 cup;0;19;52;121;169;81
SOUP,CHICK BROTH,CND,LESS/REDUCED NA 1 cup;0;17;7;136;0;38
SAUCE,TERIYAKI,RTS,RED NA ;0;6;89;593;2;1558
SOUP,BEAN&HAM,CND,RED NA,PREP W/H2O OR RTS ;0;18;74;419;103;1366
SPLIT PEA SOUP,CND,RED NA,PREP W/ H2O OR READY-TO SERVE 1 cup;0;2;71;385;92;1183
SPLIT PEA W/ HAM SOUP,CND,RED NA,PREP W/ H2O OR RTS ;0;0;68;40;7;114
SOUP,CHICK BROTH,CND,RTS ;0;1;7;10;1;4
CAMPBELL SOUP COMPANY,HEALTHY REQUEST,CRM OF CHICK SOUP,COND 1 serving, 1/2 cup;0;3;65;161;202;968
SOUP,CRM OF ASPARAGUS,CND,PREP W/ EQ VOLUME MILK 1 cup,  (8 fl oz);0;0;65;255;33;661
SOUP,CHICK VEG W/POTATO&CHS,CHUNKY,RTS ;0;18;65;116;446;52
CAMPBELL'S RED&WHITE,98% FAT FREE CRM OF BROCCOLI SOUP,COND 1 serving, 1/2 cup;0;9;56;161;161;806
SOUP,CRM OF CELERY,CND,PREP W/ EQ VOLUME MILK 1 cup,  (8 fl oz);0;3;66;229;391;586
SOUP,CHS,CND,PREP W/ EQ VOLUME MILK 1 cup;0;3;92;377;58;647
CAMPBELL SOUP COMPANY,RED&WHITE,25% LESS NA CHIC NOODL,COND 1 serving, 1/2 cup;0;12;48;238;159;635
CAMPBELL SOUP COMPANY,RED&WHITE,25% LESS NA TOMATO SOUP,COND 1 serving, 1/2 cup;0;5;73;161;0;1613
CAMPBELL SOUP COMPANY,RED&WHITE,25% LESS NA CRM OF MSHR,COND 1 serving, 1/2 cup;0;18;89;81;645;726
CAMPBELL SOUP COMPANY,RED&WHITE,98% FAT FR BRCCLI CHS,COND 1 serving, 1/2 cup;0;5;56;238;119;952
SOUP,CRM OF CHICK,CND,PREP W/ EQ VOLUME MILK 1 cup,  (8 fl oz);0;12;77;301;462;604
SOUP,VEG,CND,LO NA,COND ;0;9;65;22;9;1211
CAMPBELL'S RED & WHITE,98% FAT FREE CRM OF CELERY SOUP,COND 1 serving, 1/2 cup;0;4;48;81;242;645
CAMPBELL'S RED & WHITE,98% FAT FREE CRM OF CHICK SOUP,COND 1 serving, 1/2 cup;0;10;56;161;202;806
CAMPBELL,PREGO PASTA,CHNKY GRD MSHRM & GRN PPPR ITAL SAU,RTS 1 serving, 1/2 cup;0;17;85;154;308;1308
CAMPBELL,PREGO PASTA,CHUNKY GARDEN MUSHROOM ITALIAN SAU,RTS 1 serving, 1/2 cup;0;9;69;154;231;100
CAMPBELL SOUP,PREGO PASTA,DICED ONION & GARLIC ITAL SAU,RTS 1 serving, 1/2 cup;0;15;92;154;346;1385
CAMPBELL SOUP COMPANY,PREGO PASTA,FLAV W/ MEAT ITAL SAU,RTS 1 serving, 1/2 cup;0;16;100;154;385;1462
CAMPBELL SOUP COMPANY,PREGO PASTA,FRSH MUSHROOM ITAL SAU,RTS 1 serving, 1/2 cup;0;13;85;154;269;1385
CAMPBELL SOUP, PREGO PASTA,GARLIC SUPREME ITAL SAU,RTS 1 serving, 1/2 cup;0;16;85;154;308;1308
CAMPBELL SOUP,PREGO PASTA,ITAL SAUSGE & GARLIC ITAL SAU,RTS 1 serving, 1/2 cup;0;5;96;24;40;128
CAMPBELL SOUP,PREGO PASTA,MINI MEATBALL ITAL SAU,RTS 1 serving, 1/2 cup;0;1;115;308;462;1538
CAMPBELL SOUP,PREGO PASTA,MUSHRM & GRLIC ITAL SAU,RTS 1 serving, 1/2 cup;0;11;77;154;154;1385
SOUP,CLAM CHOWDER,NEW ENG,CND,PREP W/ EQ VLM LOFAT (2%) MILK 1 serving, 1 cup;0;5;61;324;201;74
CAMPBELL SOUP,PREGO PASTA,MUSHRM & PARMESAN ITALIAN SAU,RTS 1 serving, 1/2 cup;0;16;104;24;28;176
CAMPBELL SOUP,PREGO PASTA,ORGANIC MUSHROOM ITALIAN SAU,RTS 1 serving, 1/2 cup;0;0;72;16;20;104
CAMPBELL SOUP,PREGO PASTA,ORGNIC TOMATO & BASIL ITAL SAU,RTS 1 serving, 1/2 cup;0;0;72;16;20;120
CAMPBELL SOUP,PREGO PASTA,RICOTTA PARMESAN ITALIAN SAU,RTS 1 serving, 1/2 cup;0;9;88;24;24;144
CAMPBELL SOUP,PREGO PASTA,RSTD GARLIC & HERB ITAL SAU,RTS 1 serving, 1/2 cup;0;13;85;154;308;1308
CAMPBELL SOUP,PREGO PASTA,RSTD GARLIC PARMESAN ITAL SAU,RTS 1 serving, 1/2 cup;0;4;77;231;77;1538
CAMPBELL SOUP,PREGO PASTA,RSTD RED PEPPR & GRLC ITAL SAU,RTS 1 serving, 1/2 cup;0;2;96;16;32;152
CAMPBELL SOUP,PREGO PASTA,TOMATO,BASIL & GARLIC ITAL SAU,RTS 1 serving, 1/2 cup;0;18;72;16;16;128
CAMPBEL COMPANY,PREGO PASTA,ZESTY MUSHROOM ITALIAN SAU,RTS 1 serving, 1/2 cup;0;16;85;154;269;1385
CAMPBELL SOUP COMPANY,CHNKY MICRO BOWLS,BF W/ CONTRY VEG,RTS 1 serving, 1 cup;0;3;61;408;122;857
CAMPBELL'S CHUNKY MICROWAVABLE BWLS,CHCK DMPLINGS SOUP 1 serving, 1 cup;0;11;78;327;367;735
SOUP,CRM OF MUSHROOM,CND,PREP W/ EQ VOLUME LOFAT (2%) MILK 1 serving, 1 cup;0;12;67;249;386;566
CAMPBELL SOUP COMPANY,CHNKY MICRO BOWLS,CLSSC CHIC NOODL,RTS 1 serving, 1 cup;0;16;45;327;82;571
CAMPBELL SOUP COMP,CHNKY MICRO BOWL,GRLLD CHIC&SAUS GMBO,RTS 1 serving, 1 cup;0;6;49;286;102;735
SOUP,CRM OF ONION,CND,PREP W/ EQ VOLUME MILK 1 cup,  (8 fl oz);0;12;75;274;378;74
CAMPBELL SOUP COMP,CHNKY MICRO BOWL,GRLD CHIC W/VEG&PSTA,RTS 1 serving, 1 cup;0;0;45;286;102;571
SOUP,OYSTER STEW,CND,PREP W/ EQ VOLUME MILK 1 cup,  (8 fl oz);0;13;55;251;324;399
SOUP,PEA,GRN,CND,PREP W/ EQ VOLUME MILK 1 cup,  (8 fl oz);0;13;94;497;277;1269
CAMPBELL SOUP COMPANY,CHNKY MICRO BOWL,NEW ENGL CLM CHOW,RTS 1 serving, 1 cup;0;11;82;245;49;735
CAMPBELL SOUP COMPANY,CHUNKY MICRO BOWLS,OLD FASH VEG BF,RTS 1 serving, 1 cup;0;9;45;367;61;531
CAMPBELL SOUP,CHUNKY MICRO BOWLS,SIRL BRGER W/CNTRY VEG,RTS 1 serving, 1 cup;0;9;65;408;163;735
SOUP,CRM OF POTATO,CND,PREP W/ EQ VOLUME MILK 1 cup,  (8 fl oz);0;9;60;233;26;692
SOUP,CRM OF SHRIMP,CND,PREP W/ EQ VOLUME LOFAT (2%) MILK 1 cup,  (8 fl oz);0;8;60;278;302;557
SAUCE,WHITE,THIN,PREPARED-FROM-RECIPE,W/ BUTTER ;0;0;72;395;256;829
SAUCE,SWT & SOUR,PREPARED-FROM-RECIPE ;0;6;79;184;58;1672
CAMPBELL SOUP,CAMPBELL'S RED & WHITE,CHICK W/ RICE SOUP,COND 1 serving, 1/2 cup;0;3;56;159;119;1032
CAMPBELL SOUP,CAMPBELL'S RED&WHITE,CHICK WON TON SOUP,COND 1 serving, 1/2 cup;0;12;48;317;79;635
CAMPBELL,CAMPBELL'S RED & WHITE,CRM OF ASPARAGUS SOUP,COND 1 serving, 1/2 cup;0;12;89;161;565;726
SOUP,HEALTHY CHOIC CHICK NOODLE SOUP,CND 1 serving, 1 cup;0;13;41;369;63;52
SOUP,HEALTHY CHOIC CHICK & RICE SOUP,CND 1 serving, 1 cup;0;17;37;253;55;571
SOUP,HEALTHY CHOIC GARDEN VEG SOUP,CND 1 serving, 1 cup;0;13;51;213;21;1004
CAMPBELL SOUP COMPANY,CAMPBELL'S FAT FREE BF GRAVY .25 cup;0;11;25;169;0;508
CAMPBELL SOUP COMPANY,CAMPBELL'S COUNTRY STYLE CRM GRAVY .25 cup;0;2;76;169;508;508
CAMPBELL SOUP COMPANY,CAMPBELL'S COUNTRY STYLE SAUSAGE GRAVY .25 cup;0;10;119;339;1017;508
CAMPBELL SOUP COMPANY,CAMPBELL'S FAT FREE CHICK GRAVY .25 cup;0;14;25;169;0;508
CAMPBELL SOUP COMPANY,CAMPBELL'S GOLDEN PORK GRAVY .25 cup;0;2;76;169;508;508
CAMPBELL SOUP COMPANY,CAMPBELL'S MUSHROOM GRAVY .25 cup;0;4;34;0;169;508
CAMPBELL SOUP COMPANY,CAMPBELL'S FAT FREE TURKEY GRAVY .25 cup;0;8;33;167;0;667
CAMPBELL SOUP COMPANY,CAMPBELL'S MICROWAVABLE BF GRAVY .25 cup;0;1;42;169;169;508
CAMPBELL SOUP COMPANY,CAMPBELL'S MICROWAVABLE CHICK GRAVY .25 cup;0;10;67;0;50;50
CAMPBELL SOUP COMPANY,CAMPBELL'S TURKEY GRAVY .25 cup;0;11;42;169;169;508
CAMPBELL SOUP COMPANY,FRANCO-AMERICN FAT FR SLW RST BF GRAVY .25 cup;0;0;34;169;0;508
CAMPBELL COMPANY,FRANCO-AMERICAN FT FE SLW RST CHICK GRVY .25 cup;0;3;34;169;0;678
CAMPBELL SOUP COMPANY,FRANCO-AMERICAN SLOW RST BF GRAVY .25 cup;0;14;42;169;85;508
CAMPBELL SOUP COMPANY,FRANCO-AMERICAN SLOW RST CHICK GRAVY .25 cup;0;11;34;169;85;508
CAMPBELL SOUP COMPANY,FRANCO-AMERICAN SLOW RST TURKEY GRAVY .25 cup;0;17;42;169;85;678
CAMPBELL SOUP COMPANY,CAMPBELL'S MICROWAVABLE TURKEY GRAVY .25 cup;0;1;42;167;167;50
CAMPBELL,CAMPBELL'S RED & WHITE,CRM OF BROCCOLI SOUP,COND 1 serving, 1/2 cup;0;0;73;161;282;968
CAMPBELL,CAMPBELL'S RED & WHITE,CRM OF CELERY SOUP,COND 1 serving, 1/2 cup;0;16;73;81;484;726
CAMPBELL, CAMPBELL'S RED & WHITE,CRM OF CHICK SOUP,COND 1 serving, 1/2 cup;0;1;97;242;645;806
CAMPBELL,CAMPBELL'S RED&WHITE,CRM OF CHIC W/ HERBS SOUP,COND 1 serving, 1/2 cup;0;18;65;161;282;726
CAMPBELL,CAMPBELL'S RED & WHITE,CRM OF MUSHROOM SOUP,COND 1 serving, 1/2 cup;0;16;81;81;484;726
CAMPBELL,CAMPBELLS RED&WHITE,CRM OF MSHRM W/ RSTD GARLC,COND 1 serving, 1/2 cup;0;13;56;161;202;887
CAMPBELL,CAMPBELL'S RED & WHITE,CRM OF ONION SOUP,COND 1 serving, 1/2 cup;0;17;81;81;484;806
CAMPBELL, CAMPBELL'S RED & WHITE,CRM OF POTATO SOUP,COND 1 serving, 1/2 cup;0;5;73;161;161;121
CAMPBELL,CAMPBELL'S RED & WHITE,CRM OF SHRIMP SOUP,COND 1 serving, 1/ 2 cup;0;7;73;161;403;645
CAMPBELL,CAMPBELL'S RED&WHITE,CREAMY CHICK NOODLE SOUP,COND 1 serving, 1/2 cup;0;1;97;323;565;887
CAMPBELL,CAMPBELL'S RED&WHITE,CREAMY CHICK VERDE SOUP,COND 1 serving, 1/2 cup;0;18;89;161;565;806
COMPANY,CAMPBELL'S RED & WHITE,CURLY NOODLE SOUP,COND 1 serving, 1/2 cup;0;7;63;317;159;873
CAMPBELL'S RED & WHITE,DANNY PHANTOM SHAPED PASTA 1 serving, 1/2 cup;0;3;56;317;159;794
CAMPBELL'S RED & WHITE,DORA THE EXPLORER SOUP,COND 1 serving, 1/2 cup;0;18;56;238;159;794
CAMPBELL'S RED & WHITE,DOUBLE NOODLE IN CHICK BROTH SOP,COND 1 serving, 1/ 2 cup;0;6;79;317;119;1349
CAMPBELL'S RED & WHITE,OLD FASHIONED TOMATO RICE SOUP,COND 1 serving, 1/2 cup;0;9;87;79;159;1825
CAMPBELL'S RED & WHITE,FIESTA NACHO CHS SOUP,COND 1 serving, 1/2 cup;0;13;97;242;645;806
CAMPBELL'S RED & WHITE,FRENCH ONION SOUP,COND 1 serving, 1/2 cup;0;17;36;159;119;476
CAMPBELL'S RED & WHITE,GOLDEN MUSHROOM SOUP,COND 1 serving, 1/2 cup;0;1;65;161;282;806
CAMPBELL'S RED & WHITE,GOLDFISH PASTA W/ CHICK 1 serving, 1/2 cup;0;1;56;238;119;873
SOUP,TOMATO BISQUE,CND,PREP W/ EQ VOLUME MILK 1 cup,  (8 fl oz);0;1;79;251;263;1173
SOUP,TOMATO,CND,PREP W/ EQ VOLUME LOFAT (2%) MILK 1 serving, 1 cup;0;10;55;249;129;889
CAMPBELL'S RED & WHITE,GOLDFISH PASTA W/ MEATBALL 1 serving, 1/2 cup;0;9;63;317;198;873
CAMPBELL'S RED & WHITE,GRN PEA SOUP,COND 1 serving, 1/2 cup;0;18;141;703;234;2188
CAMPBELL'S RED & WHITE,HEARTY VEG W/ PASTA SOUP,COND 1 serving, 1/2 cup;0;5;71;238;4;1508
CAMPBELL'S RED & WHITE,HOMESTYLE CHICK NOODLE SOUP,COND 1 serving, 1/2 cup;0;6;56;317;159;635
CAMPBELL'S RED & WHITE,MANHATTAN CLAM CHOWDER,COND 1 serving, 1/2 cup;0;4;56;159;4;952
CAMPBELL'S RED & WHITE,MEGA NOODLE IN CHICK BROTH,COND 1 serving, 1/2 cup;0;11;71;317;159;1111
CAMPBELL'S RED & WHITE,MINESTRONE SOUP,COND 1 serving, 1/2 cup;0;18;71;317;79;1349
CAMPBELL'S RED & WHITE,NEW ENGLAND CLAM CHOWDER,COND 1 serving, 1/2 cup;0;12;71;317;198;1032
COMPANY,CAMPBELL'S RED & WHITE,OYSTER STEW,COND 1 serving, 1/2 cup;0;12;63;159;476;397
SOUP COMPANY,CAMPBELL'S RED & WHITE,PEPPER POT SOUP,COND 1 serving, 1/2 cup;0;6;71;397;317;714
CAMPBELL SOUP COMPANY,CAMPBELL'S RED & WHT,SCOTCH BRTH,COND 1 serving, 1/2 cup;0;12;56;242;161;726
CAMPBELL'S RED & WHITE,STHWEST STYLE PEPPER JCK SP,COND 1 serving, 1/2 cup;0;4;89;161;484;1048
CAMPBELL'S RED & WHITE,VEGETARIAN VEG SOUP,COND 1 serving, 1/2 cup;0;1;71;238;4;1429
CAMPBELL SOUP COMPANY,CAMPBELL'S RED & WHITE,VEG SOUP,COND 1 serving, 1/2 cup;0;15;79;317;4;1587
CAMPBELL SOUP COMPANY,CAMPBELL'S RED & WHITE,VEG BF SOP,COND 1 serving, 1/2 cup;0;17;63;397;79;119
CAMPBELL SOUP COMPANY,CAMPBELL'S RED & WHITE,TOMATO SOP,COND 1 serving, 1/2 cup;0;2;73;161;0;1613
CAMPBELL SOUP,CAMPBELL'S RED & WHITE,TOMATO BISQUE,COND 1 serving, 1/2 cup;0;10;103;159;278;1825
CAMPBELL'S RED & WHITE,SPLIT PEA W/ HAM & BACON SOUP,COND 1 serving, 1/2 cup;0;3;141;781;273;2109
CAMPBELL'S RED & WHITE,SOUTHWESTERN-STYLE CHICK VEG SOP,COND 1 serving, 1/2 cup;0;9;87;397;79;1667
CAMPBELL'S CHUNKY SOUPS,BKD POTATO CHEDDAR BACON BITS SOUP 1 cup;0;10;65;163;244;939
CAMPBELL'S CHUNKY SOUPS,BKD POTATO W/ STEAK & CHS SOUP 1 cup;0;1;86;367;408;857
CAMPBELL'S CHUNKY SOUPS,BARBEQUE SEASONED BURGER SOUP 1 cup;0;3;84;408;245;1143
CAMPBELL'S CHUNKY SOUPS,BBQ SEASONED PORK SOUP 1 cup;0;7;68;49;143;898
CAMPBELL'S CHUNKY SOUPS,BF RIB RST POTATOES HERBS SOUP 1 cup;0;0;44;327;41;694
CAMPBELL'S CHUNKY SOUPS,BF W/ COUNTRY VEG SOUP 1 cup;0;6;60;408;102;857
CAMPBELL'S CHUNKY SOUPS,BF W/ WHITE & WILD RICE SOUP 1 cup;0;3;65;327;102;98
CAMPBELL'S CHUNKY SOUPS,CHICK & DUMPLINGS SOUP 1 cup;0;14;74;367;286;776
CAMPBELL'S CHUNKY SOUPS,CHICK BROCCOLI CHS & POTATO SOUP 1 cup;0;12;82;286;449;571
CAMPBELL'S CHUNKY SOUPS,CHICK CORN CHOWDER 1 cup;0;11;79;327;367;816
CAMPBELL'S CHUNKY SOUPS,CHICK MUSHROOM CHOWDER 1 cup;0;5;78;327;367;776
CAMPBELL'S CHUNKY SOUPS,CLASSIC CHICK NOODLE SOUP 1 cup;0;15;47;327;102;612
CAMPBELL'S CHUNKY SOUPS,FAJITA CHICK W/ RICE & BNS SOUP 1 cup;0;12;58;367;61;939
CAMPBELL'S CHUNKY SOUPS,FIREHOUSE - HOT SPICY BF BEAN CHILI 1 cup;0;19;95;612;327;102
CAMPBELL'S CHUNKY SOUPS,GRILLED CHICK SAUSAGE GUMBO SOUP 1 cup;0;4;57;327;102;857
CAMPBELL'S CHUNKY SOUPS,GRILLED CHICK VEG & PASTA SOUP 1 cup;0;11;41;327;82;612
SOUP,CRM OF ASPARAGUS,CND,PREP W/ EQ VOLUME H2O 1 cup,  (8 fl oz);0;9;35;94;168;438
SOUP,BLACK BEAN,CND,PREP W/ EQ VOLUME H2O 1 cup;0;11;46;242;66;771
CAMPBELL'S CHUNKY SOUPS,GRILLED SIRLOIN STEAK HEARTY VEG SP 1 cup;0;18;51;327;82;776
SOUP,BEAN W/ PORK,CND,PREP W/ EQ VOLUME H2O 1 serving, 1 cup;0;2;63;288;216;831
CAMPBELL'S CHUNKY SOUPS,HEALTHY REQUEST CHICK NOODLE SOUP 1 cup;0;7;49;286;102;612
SOUP,BEAN W/ FRANKFURTERS,CND,PREP W/ EQ VOLUME H2O 1 cup,  (8 fl oz);0;3;75;399;279;88
CAMPBELL'S CHUNKY SOUPS,HEALTHY REQUEST VEG SOUP 1 cup;0;18;48;163;2;98
SOUP,BF NOODLE,CND,PREP W/ EQ VOLUME H2O 1 cup,  (8 fl oz);0;13;34;193;123;358
SOUP,CRM OF CELERY,CND,PREP W/ EQ VOLUME H2O 1 cup;0;0;37;68;229;362
SOUP,CHS,CND,PREP W/ EQ VOLUME H2O 1 cup,  (8 fl oz);0;17;63;219;424;426
SOUP,CHICK W/ DUMPLINGS,CND,PREP W/ EQ VOLUME H2O 1 cup,  (8 fl oz);0;12;40;233;229;251
SOUP,CHICK BROTH,CND,PREP W/ EQ VOLUME H2O 1 cup,  (8 fl oz);0;16;16;202;57;38
CAMPBELL'S CHUNKY SOUPS,HEARTY BEAN 'N' HAM SOUP 1 cup;0;13;74;449;82;1224
CAMPBELL'S CHUNKY SOUPS,HEARTY BF BARLEY SOUP 1 cup;0;0;68;408;102;1061
SOUP,CRM OF CHICK,CND,PREP W/ EQ VOLUME H2O 1 cup;0;17;48;141;302;38
SOUP,CHICK GUMBO,CND,PREP W/ EQ VOLUME H2O 1 cup;0;6;23;108;59;343
CAMPBELL'S CHUNKY SOUPS,HEARTY CHICK W/ VEG SOUP 1 serving;0;13;38;286;61;531
SOUP,CHICK NOODLE,CND,PREP W/ EQ VOLUME H2O 1 serving, 1 cup;0;3;25;127;95;295
CAMPBELL'S CHUNKY SOUPS,HEARTY VEG W/ PASTA SOUP 1 cup;0;14;51;163;82;939
CAMPBELL'S CHUNKY SOUPS,HERB RSTD CHICK POTATOES GARLIC SOUP 1 cup;0;8;46;327;61;694
SOUP,CHICK W/ RICE,CND,PREP W/ EQ VOLUME H2O 1 serving, 1 cup;0;18;24;145;78;292
CAMPBELL'S CHUNKY SOUPS,HONEY RSTD HAM W/ POTATOES SOUP 1 cup;0;17;55;327;102;816
SOUP,CHICK VEG,CND,PREP W/ EQ VOLUME H2O 1 cup,  (8 fl oz);0;9;31;15;118;356
SOUP,CHILI BF,CND,PREP W/ EQ VOLUME H2O 1 cup;0;7;57;249;124;923
CAMPBELL'S CHUNKY SOUPS,ITALIAN SAUSAGE & PEPPERS SOUP 1 cup;0;10;62;286;204;816
SOUP,CLAM CHOWDER,MANHATTAN,CND,PREP W/EQ VOLUME H2O 1 serving, 1 cup;0;6;30;85;86;477
CAMPBELL'S CHUNKY SOUPS,MANHATTEN CLAM CHOWDER 1 cup;0;14;52;204;143;776
SOUP,CLAM CHOWDER,NEW ENGLAND,CND,PREP W/ EQ VOLUME H2O 1 serving, 1 cup;0;1;35;155;101;505
CAMPBELL'S CHUNKY SOUPS,NEW ENGLAND CLAM CHOWDER 1 cup;0;0;86;286;367;102
SOUP,BF BROTH,BOUILLON,CONSOMME,PREP W/ EQ VOLUME H2O 1 cup,  (8 fl oz);0;12;12;222;0;73
CAMPBELL'S CHUNKY SOUPS,OLD FASHIONED POTATO HAM CHOWDER 1 cup;0;12;78;245;449;694
CAMPBELL'S CHUNKY SOUPS,OLD FASHIONED VEG BF SOUP 1 cup;0;13;53;367;102;735
CAMPBELL'S CHUNKY SOUPS,PEPPER STEAK SOUP 1 cup;0;9;48;327;61;735
CAMPBELL'S CHUNKY SOUPS,PORK RST CARROTS POTATOES SOUP 1 cup;0;8;50;327;122;653
CAMPBELL'S CHUNKY SOUPS,ROADHOUSE - BF BEAN CHILI 1 cup;0;18;95;612;327;102
CAMPBELL'S CHUNKY SOUPS,SALISBURY STEAK MUSHRMS ONIONS SOUP 1 serving;0;0;62;367;184;776
CAMPBELL'S CHUNKY SOUPS,SAVORY CHICK WHITE WILD RICE SOUP 1 cup;0;1;48;286;82;735
SOUP,MINESTRONE,CND,PREP W/ EQ VOLUME H2O 1 cup,  (8 fl oz);0;5;34;177;104;466
CAMPBELL'S CHUNKY SOUPS,SAVORY POT RST SOUP 1 cup;0;0;48;327;61;735
SOUP,MUSHROOM BARLEY,CND,PREP W/ EQ VOLUME H2O 1 cup,  (8 fl oz);0;3;30;77;93;48
SOUP,CRM OF MUSHROOM,CND,PREP W/ EQ VOLUME H2O 1 serving, 1 cup;0;6;42;79;288;329
SOUP,MUSHROOM W/ BF STOCK,CND,PREP W/ EQ VOLUME H2O 1 cup,  (8 fl oz);0;17;35;129;165;381
SOUP,ONION,CND,PREP W/ EQ VOLUME H2O 1 serving, 1 cup;0;14;23;15;7;327
SOUP,CRM OF ONION,CND,PREP W/ EQ VOLUME H2O 1 cup,  (8 fl oz);0;1;44;113;216;52
CAMPBELL'S CHUNKY SOUPS,SAVORY VEG SOUP 1 cup;0;7;44;122;41;898
SOUP,OYSTER STEW,CND,PREP W/ EQ VOLUME H2O 1 cup,  (8 fl oz);0;8;24;87;159;169
SOUP,PEA,GRN,CND,PREP W/ EQ VOLUME H2O 1 serving, 1 cup;0;5;61;32;109;988
SOUP,PEA,SPLIT W/ HAM,CND,PREP W/ EQ VOLUME H2O 1 cup,  (8 fl oz);0;16;75;408;174;1105
SOUP,PEPPERPOT,CND,PREP W/ EQ VOLUME H2O 1 serving, 1 cup;0;3;41;254;185;375
SOUP,CRM OF POTATO,CND,PREP W/ EQ VOLUME H2O 1 cup,  (8 fl oz);0;17;30;72;97;47
